table,usage_final,subcategory,confidence_final,direct_hits,indirect_hits,mention_hits,sample_files,note
oliveyoung_product_video2,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
oliveyoung_product_video_removed,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
oliveyoung_product_video_test,UNUSED,ARCHIVE_SUFFIX,HIGH,0,0,0,,name suffix indicates archive/backup/test
oliveyoung_product_video_track,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
oliveyoung_product_views,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
oliveyoung_product_views2,USED,DIRECT,HIGH,1,0,1,oliveyoung/models.py,
oliveyoung_prompt,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
oliveyoung_prompt_error,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
oliveyoung_realtime_views,USED,DIRECT,HIGH,1,0,1,oliveyoung/models.py,
oliveyoung_trend,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
oliveyoung_trend_m,USED,DIRECT,HIGH,1,0,1,oliveyoung/models.py,
oliveyoung_trend_m_rank,USED,DIRECT,HIGH,1,0,1,oliveyoung/models.py,
oliveyoung_video_data,USED,DIRECT,HIGH,1,0,1,oliveyoung/models.py,
oliveyoung_video_lists,USED,DIRECT,HIGH,1,0,1,oliveyoung/models.py,
oliveyoung_video_lists_coupang,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
oliveyoung_video_lists_to_filter_manually,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
oliveyoung_video_lists_ytt_api,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
oliveyoung_weekly_product_metrics,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
oliveyoung_youtube_product_agg_daily,USED,DIRECT,HIGH,1,0,1,oliveyoung/models.py,
professionality_and_hifenScore,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
recom_code,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
regions,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
regions_history,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
saved_youtuber_brand_folders,USED,DIRECT,HIGH,1,0,1,youtube/models.py,
scoring,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
stage_video_ids,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
subs_milestone,USED,DIRECT,HIGH,1,0,1,youtube/models.py,
subscribers_demo,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
subscribers_region,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
subscribers_trend,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
survey_beta_result,USED,DIRECT,HIGH,1,0,1,survey/models.py,
temp_YT_brand_video_trend,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
temp_YT_bumper_ad_analized,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
temp_YT_bumper_video_trend,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
temp_YT_shorts_view_trend,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
temp_YT_video_format,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
temp_YT_video_view_trend,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
temp_backup_display_ad,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
temp_brand,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
temp_brand_logo,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
temp_bumper,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
temp_delete_channel,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
temp_demography,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
temp_instagram_crawl_channel,USED,DIRECT,HIGH,2,0,12,instagram_admin/models.py | instagram_admin/schemas.py | instagram_admin/views.py,
temp_instagram_crawl_reels,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
temp_instagram_post_stat_sync,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
temp_instagram_user_analysis,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
temp_instagram_user_stat_sync,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
temp_metaad_contents,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
temp_metaad_contents_url,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
temp_metaad_creators,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
temp_metaad_keywords,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
temp_metaad_post_info,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
temp_metaad_video_thumbnails_url,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
temp_oliveyoung_video,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
temp_oliveyoung_video_n8n_test,UNUSED,ARCHIVE_SUFFIX,HIGH,0,0,0,,name suffix indicates archive/backup/test
temp_search_channel_id,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
temp_search_video_id,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
temp_ugwanggi_bumper_da,USED,DIRECT,HIGH,1,0,1,ads/models.py,
temp_ugwanggi_campaign_da,USED,DIRECT,HIGH,1,0,1,ads/models.py,
temp_ugwanggi_keywords_comp,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
temp_ugwanggi_keywords_search,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
temp_ugwanggi_keywords_text,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
temp_youtuber_info,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
temp_youtuber_info_stat,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
temp_youtuber_stats,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
test_kakao_video_monitoring,USED,DIRECT,HIGH,1,0,1,aichat/models.py,
test_kakao_video_topic,USED,DIRECT,HIGH,1,0,1,aichat/models.py,
tiktok_channel,USED,DIRECT,HIGH,1,0,1,tiktok/models.py,
tiktok_channel_stat,USED,DIRECT,HIGH,1,0,1,tiktok/models.py,
tiktok_video,USED,DIRECT,HIGH,1,0,1,tiktok/models.py,
tiktok_video_stat,USED,DIRECT,HIGH,1,0,1,tiktok/models.py,
tracked_ad_comment_yt_queries,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
ugwanggi_action_tracker,USED,DIRECT,HIGH,1,0,1,user/models.py,
ugwanggi_ai_blog_video,USED,DIRECT,HIGH,1,0,1,aichat/models.py,
ugwanggi_ai_chat_history,USED,DIRECT,HIGH,1,0,1,aichat/models.py,
ugwanggi_ai_image_history,USED,DIRECT,HIGH,1,0,1,aichat/models.py,
ugwanggi_ai_survey,USED,DIRECT,HIGH,1,0,1,survey/models.py,
ugwanggi_amore_campaign,USED,DIRECT,HIGH,1,0,1,amore/models.py,
ugwanggi_archive,USED,DIRECT,HIGH,1,0,1,archive/models.py,
ugwanggi_archive_group,USED,DIRECT,HIGH,1,0,1,archive/models.py,
ugwanggi_archive_spreadsheet_auth,USED,DIRECT,HIGH,1,0,1,archive/models.py,
ugwanggi_archive_spreadsheet_sheet,USED,DIRECT,HIGH,1,0,1,archive/models.py,
ugwanggi_brand_report_access,USED,DIRECT,HIGH,1,0,1,brand/models.py,
ugwanggi_brand_saved,USED,DIRECT,HIGH,1,0,1,brand/models.py,
ugwanggi_bundle,USED,DIRECT,HIGH,1,0,1,subscribe/models.py,
ugwanggi_cancel_survey,USED,DIRECT,HIGH,1,0,1,subscribe/models.py,
ugwanggi_channel_demography_info_access,USED,DIRECT,HIGH,1,0,1,youtube/models.py,
ugwanggi_channel_network,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
ugwanggi_channel_survey,USED,DIRECT,HIGH,1,0,1,survey/models.py,
ugwanggi_clipping_campaign,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
ugwanggi_clipping_video,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
ugwanggi_contact_us,USED,DIRECT,HIGH,1,0,1,survey/models.py,
ugwanggi_creator_camp_list,USED,DIRECT,HIGH,1,0,1,youtube/models.py,
ugwanggi_creator_listup,USED,DIRECT,HIGH,1,0,1,youtube/models.py,
ugwanggi_creator_listup_ai_chat,USED,DIRECT,HIGH,1,0,1,youtube/models.py,
ugwanggi_creator_listup_filter,USED,DIRECT,HIGH,1,0,1,partner/models.py,
ugwanggi_custom_coupon,USED,DIRECT,HIGH,1,0,1,subscribe/models.py,
ugwanggi_custom_coupon_settings,USED,DIRECT,HIGH,1,0,1,subscribe/models.py,
ugwanggi_custom_coupon_settings2,USED,DIRECT,HIGH,1,0,1,subscribe/models.py,
ugwanggi_custom_discount_coupon,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
ugwanggi_custom_payment,USED,DIRECT,HIGH,1,0,1,subscribe/models.py,
ugwanggi_datalab_admin_memo,USED,DIRECT,HIGH,1,0,1,admin/models.py,
ugwanggi_delete_survey,USED,DIRECT,HIGH,1,0,1,user/models.py,
ugwanggi_display_ad,USED,DIRECT,HIGH,1,0,1,ads/models.py,
ugwanggi_display_ad_campaign,USED,DIRECT,HIGH,1,0,1,ads/models.py,
ugwanggi_display_ad_campaign_result,USED,DIRECT,HIGH,1,0,1,ads/models.py,
ugwanggi_docs_history,USED,DIRECT,HIGH,1,0,1,archive/models.py,
ugwanggi_express_adslot_cc_emails,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
ugwanggi_express_adslot_email_read_state,USED,DIRECT,HIGH,1,0,1,express/models/base.py,
ugwanggi_express_adslot_price_view_state,USED,DIRECT,HIGH,1,0,1,express/models/base.py,
ugwanggi_express_adslot_pricing,USED,DIRECT,HIGH,1,0,2,express/models/base.py | express/schemas/ad_slot_schemas.py,
ugwanggi_express_adslot_ugwanggi_pick,USED,DIRECT,HIGH,1,0,1,express/models/base.py,
ugwanggi_express_adslot_user_added_channels,USED,DIRECT,HIGH,1,0,1,express/models/base.py,
ugwanggi_express_adslots,USED,DIRECT,HIGH,7,0,25,express/models/base.py | express/views/ad_slot_views.py,
ugwanggi_express_applications,USED,DIRECT,HIGH,1,0,1,express/models/base.py,
ugwanggi_express_applications_admin_check,USED,DIRECT,HIGH,1,0,1,express/models/base.py,
ugwanggi_express_brand_campaign_target_demographics,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
ugwanggi_express_brand_campaign_ugwanggi_pick,USED,DIRECT,HIGH,1,0,1,express/models/brand_campaign.py,
ugwanggi_express_brand_campaign_view_state,USED,DIRECT,HIGH,1,0,3,express/models/brand_campaign.py | express/schemas/brand_campaign_schemas.py,
ugwanggi_express_brand_campaigns,USED,DIRECT,HIGH,1,0,3,express/models/brand_campaign.py | express/schemas/brand_campaign_schemas.py,
ugwanggi_express_brand_campaigns_ad_type,USED,DIRECT,HIGH,1,0,1,express/models/brand_campaign.py,
ugwanggi_express_brand_info,USED,DIRECT,HIGH,1,0,12,express/models/brand_campaign.py | express/schemas/brand_campaign_schemas.py | express/views/brand_campaign_request_views.py,
ugwanggi_express_brand_ugwanggi_pick,USED,DIRECT,HIGH,1,0,1,express/models/brand_campaign.py,
ugwanggi_express_chat_file_upload_quota,USED,DIRECT,HIGH,1,0,1,express/models/realtime.py,
ugwanggi_express_chat_message,USED,DIRECT,HIGH,1,0,1,express/models/realtime.py,
ugwanggi_express_chat_room,USED,DIRECT,HIGH,1,0,1,express/models/realtime.py,
ugwanggi_express_chat_room_member,USED,DIRECT,HIGH,1,0,1,express/models/realtime.py,
ugwanggi_express_email_message,USED,DIRECT,HIGH,1,0,1,express/models/base.py,
ugwanggi_express_email_message_admin_check,USED,DIRECT,HIGH,1,0,1,express/models/base.py,
ugwanggi_express_email_notification_log,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
ugwanggi_express_email_template,USED,DIRECT,HIGH,1,0,1,express/models/base.py,
ugwanggi_express_oauth_state_session,USED,DIRECT,HIGH,1,0,1,express/models/base.py,
ugwanggi_express_oauth_token,USED,DIRECT,HIGH,1,0,1,express/models/base.py,
ugwanggi_express_request_campaign_view,USED,DIRECT,HIGH,1,0,1,express/models/brand_campaign.py,
ugwanggi_express_request_chat,USED,DIRECT,HIGH,1,0,1,express/models/brand_campaign.py,
ugwanggi_express_request_messages,USED,DIRECT,HIGH,1,0,1,express/models/brand_campaign.py,
ugwanggi_express_request_status,USED,DIRECT,HIGH,1,0,1,express/models/brand_campaign.py,
ugwanggi_express_studio_channels,USED,DIRECT,HIGH,1,0,1,express/models/base.py,
ugwanggi_express_studio_info,USED,DIRECT,HIGH,1,0,4,express/models/base.py | express/schemas/brand_campaign_schemas.py | express/views/brand_campaign_request_views.py,
ugwanggi_express_studio_members,USED,DIRECT,HIGH,1,0,2,express/models/base.py | express/schemas/brand_campaign_schemas.py,
ugwanggi_express_ticket_paid,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
ugwanggi_express_ticket_refresh,USED,DIRECT,HIGH,1,0,1,express/models/base.py,
ugwanggi_express_users_brand,USED,DIRECT,HIGH,2,0,14,express/models/base.py | express/schemas/brand_campaign_schemas.py | express/views/brand_campaign_request_views.py,
ugwanggi_free_trial_phone,USED,DIRECT,HIGH,1,0,1,subscribe/models.py,
ugwanggi_generated_blog,USED,DIRECT,HIGH,1,0,1,aichat/models.py,
ugwanggi_ig_creator_saved,USED,DIRECT,HIGH,1,0,1,instagram/models.py,
ugwanggi_ingwanggi_waitlist,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
ugwanggi_inquiry,USED,DIRECT,HIGH,1,0,1,admin/models.py,
ugwanggi_instagram_creator_similar_data_access,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
ugwanggi_instagram_hashtag_result,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
ugwanggi_instagram_hashtag_search,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
ugwanggi_kakao_analysis,USED,DIRECT,HIGH,1,0,1,aichat/models.py,
ugwanggi_kakao_video_split,USED,DIRECT,HIGH,1,0,1,aichat/models.py,
ugwanggi_keyword_chat_history,USED,DIRECT,HIGH,1,0,1,search/models.py,
ugwanggi_keyword_request_da,USED,DIRECT,HIGH,1,0,1,ads/models.py,
ugwanggi_keywords_bench,USED,DIRECT,HIGH,1,0,1,search/models.py,
ugwanggi_keywords_comp,USED,DIRECT,HIGH,1,0,1,search/models.py,
ugwanggi_keywords_history,USED,DIRECT,HIGH,1,0,1,search/models.py,
ugwanggi_keywords_interest,USED,DIRECT,HIGH,1,0,1,search/models.py,
ugwanggi_keywords_result,USED,DIRECT,HIGH,1,0,1,search/models.py,
ugwanggi_keywords_search,USED,DIRECT,HIGH,1,0,1,search/models.py,
ugwanggi_keywords_text,USED,DIRECT,HIGH,1,0,1,search/models.py,
ugwanggi_linked_user,USED,DIRECT,HIGH,1,0,1,user/models.py,
ugwanggi_meta_ads,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
ugwanggi_meta_ads_keywords,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
ugwanggi_monitoring_campaign,USED,DIRECT,HIGH,1,0,1,monitoring/models.py,
ugwanggi_monitoring_entity,USED,DIRECT,HIGH,1,0,1,monitoring/models.py,
ugwanggi_monitoring_ppl,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
ugwanggi_monitoring_result,USED,DIRECT,HIGH,1,0,1,monitoring/models.py,
ugwanggi_mrr,USED,DIRECT,HIGH,1,0,1,subscribe/models.py,
ugwanggi_page_usage_duration,USED,DIRECT,HIGH,1,0,1,user/models.py,
ugwanggi_partner_creator_bookmark,USED,DIRECT,HIGH,1,0,1,partner/models.py,
ugwanggi_partner_creator_bookmark_folder,USED,DIRECT,HIGH,1,0,1,partner/models.py,
ugwanggi_partner_datalab,USED,DIRECT,HIGH,1,0,1,partner/models.py,
ugwanggi_partner_datalab_file,USED,DIRECT,HIGH,1,0,1,partner/models.py,
ugwanggi_partner_datalab_message,USED,DIRECT,HIGH,1,0,1,partner/models.py,
ugwanggi_partner_team,USED,DIRECT,HIGH,1,0,1,partner/models.py,
ugwanggi_partner_team_brand,USED,DIRECT,HIGH,1,0,1,partner/models.py,
ugwanggi_partner_team_link,USED,DIRECT,HIGH,1,0,1,partner/models.py,
ugwanggi_partner_team_tag,USED,DIRECT,HIGH,1,0,1,partner/models.py,
ugwanggi_partners,USED,DIRECT,HIGH,1,0,1,partner/models.py,
ugwanggi_payment_card,USED,DIRECT,HIGH,1,0,1,subscribe/models.py,
ugwanggi_payment_history,USED,DIRECT,HIGH,1,0,1,subscribe/models.py,
ugwanggi_phone_verification,USED,DIRECT,HIGH,1,0,1,user/models.py,
ugwanggi_pricing_survey,USED,DIRECT,HIGH,1,0,1,survey/models.py,
ugwanggi_public_tracked_ad_folder,USED,DIRECT,HIGH,1,0,1,partner/models.py,
ugwanggi_related_keywords,USED,DIRECT,HIGH,1,0,1,search/models.py,
ugwanggi_report_history,USED,DIRECT,HIGH,1,0,1,youtube/models.py,
ugwanggi_search_history,USED,DIRECT,HIGH,1,0,1,search/models.py,
ugwanggi_server_used,USED,DIRECT,HIGH,1,0,1,search/models.py,
ugwanggi_subscription,USED,DIRECT,HIGH,1,0,1,subscribe/models.py,
ugwanggi_survey,USED,DIRECT,HIGH,1,0,1,survey/models.py,
ugwanggi_tiktok_search_history,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
ugwanggi_tracked_ad,USED,DIRECT,HIGH,1,0,1,partner/models.py,
ugwanggi_tracked_ad_comment,USED,DIRECT,HIGH,1,0,1,partner/models.py,
ugwanggi_tracked_ad_folder,USED,DIRECT,HIGH,1,0,1,partner/models.py,
ugwanggi_tracked_ad_folder_keyword,USED,DIRECT,HIGH,1,0,1,partner/models.py,
ugwanggi_tracked_ad_folder_stat,USED,DIRECT,HIGH,1,0,1,partner/models.py,
ugwanggi_tracked_ad_stat,USED,DIRECT,HIGH,1,0,1,partner/models.py,
ugwanggi_trial_survey,USED,DIRECT,HIGH,1,0,1,survey/models.py,
ugwanggi_user_creator_db_request,USED,DIRECT,HIGH,1,0,1,user/models.py,
ugwanggi_user_metrics_status,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
ugwanggi_user_search_history,USED,DIRECT,HIGH,1,0,1,search/models.py,
ugwanggi_youtube_searched_channel,USED,DIRECT,HIGH,1,0,1,search/models.py,
ugwanggi_youtube_searched_video,USED,DIRECT,HIGH,1,0,1,search/models.py,
ugwanggi_youtuber_saved,USED,DIRECT,HIGH,1,0,1,youtube/models.py,
used_group_keywords,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
used_keywords,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
users,USED,DIRECT,HIGH,0,0,154,ads/system.txt | ads/system-bumper.txt | creators_insights/filter_pipeline.py,AMBIGUOUS→DIRECT via 58 DB-context hits
users_crooki,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
users_hifen,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
users_ugwanggi,USED,DIRECT,HIGH,1,0,25,express/schemas/user_schemas.py | express/schemas/ad_slot_schemas.py | express/schemas/brand_campaign_schemas.py,
users_ugwanggi_old,UNUSED,ARCHIVE_SUFFIX,HIGH,0,0,0,,name suffix indicates archive/backup/test
utube_video_info,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
utuber_info,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
utuser_subscriber_views_last30days,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
video_comments,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
video_state,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
video_title,USED,DIRECT,HIGH,0,0,39,archive/views.py | express/views/studio_channel_views.py | oliveyoung/views.py,AMBIGUOUS→DIRECT via 6 DB-context hits
videoamigo_monthly_views,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
videoamigo_subscribers_evolution,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
views_trend,USED,DIRECT,HIGH,0,0,5,amore/views.py,AMBIGUOUS→DIRECT via 1 DB-context hits
youtube_video_ads_yn,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
youtube_video_comment_info,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
youtube_video_info,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
youtuber_category_class,USED,DIRECT,HIGH,1,0,1,youtube/models.py,
youtuber_category_class_251031,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
youtuber_category_class_260119,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
youtuber_category_class_test_250807,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
youtuber_info,USED,DIRECT,HIGH,5,5,36,express/serializers.py | express/views/ad_slot_views.py | youtube/models.py,
youtuber_info_F_level,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
youtuber_info_biz,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
youtuber_info_copy0416,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
youtuber_info_global,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
youtuber_info_summary,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
youtuber_stats,USED,DIRECT,HIGH,1,6,39,express/serializers.py | express/utils.py | express/views/ad_slot_views.py,
yt_channel_state,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
ytuser_analysis,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
ytuser_saved_analysis,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch
