table,usage_final,subcategory,confidence_final,direct_hits,indirect_hits,mention_hits,sample_files,note,boosted_usage,boost_note
jobposting_bookmark,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
keywords,USED,DIRECT,HIGH,3,0,360,ads/models.py | ads/bard-system.txt | ads/system-ad-copies.txt,,USED,
keywords_history,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
kh_n8n_test,UNUSED,ARCHIVE_SUFFIX,HIGH,0,0,0,,name suffix indicates archive/backup/test,UNUSED,
lastupdate,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
link_tree_link_block,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
link_tree_video_block,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
monitoring_crawl_video_list,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
monitoring_video_trend,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
naver_weekly_trend_categories,USED,DIRECT,HIGH,1,0,1,search/models.py,,USED,
naver_weekly_trend_rank,USED,DIRECT,HIGH,1,0,1,search/models.py,,USED,
oliveyoung_brand,USED,DIRECT,HIGH,1,0,1,brand/models.py,,USED,
oliveyoung_brand_logo_map,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
oliveyoung_brand_score,USED,DIRECT,HIGH,1,0,1,oliveyoung/models.py,,USED,
oliveyoung_brand_top_product_count,USED,DIRECT,HIGH,1,0,1,oliveyoung/models.py,,USED,
oliveyoung_channel_filter,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
oliveyoung_daily_product_metrics,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
oliveyoung_monthly_product_metrics,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
oliveyoung_ppl_double_check,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
oliveyoung_ppl_double_check_type,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
oliveyoung_product_agg_rank_daily,USED,DIRECT,HIGH,1,0,1,oliveyoung/models.py,,USED,
oliveyoung_product_evolution,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
oliveyoung_product_extracted3,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
oliveyoung_product_info,USED,DIRECT,HIGH,1,0,1,oliveyoung/models.py,,USED,
oliveyoung_product_info_map,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
oliveyoung_product_match,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
oliveyoung_product_review,USED,DIRECT,HIGH,1,0,1,oliveyoung/models.py,,USED,
oliveyoung_product_score,USED,DIRECT,HIGH,1,0,1,oliveyoung/models.py,,USED,
oliveyoung_product_video,USED,DIRECT,HIGH,1,0,1,oliveyoung/models.py,,USED,
oliveyoung_product_video2,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
oliveyoung_product_video_removed,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
oliveyoung_product_video_test,UNUSED,ARCHIVE_SUFFIX,HIGH,0,0,0,,name suffix indicates archive/backup/test,UNUSED,
oliveyoung_product_video_track,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
oliveyoung_product_views,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
oliveyoung_product_views2,USED,DIRECT,HIGH,1,0,1,oliveyoung/models.py,,USED,
oliveyoung_prompt,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
oliveyoung_prompt_error,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
oliveyoung_realtime_views,USED,DIRECT,HIGH,1,0,1,oliveyoung/models.py,,USED,
oliveyoung_trend,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
oliveyoung_trend_m,USED,DIRECT,HIGH,1,0,1,oliveyoung/models.py,,USED,
oliveyoung_trend_m_rank,USED,DIRECT,HIGH,1,0,1,oliveyoung/models.py,,USED,
oliveyoung_video_data,USED,DIRECT,HIGH,1,0,1,oliveyoung/models.py,,USED,
oliveyoung_video_lists,USED,DIRECT,HIGH,1,0,1,oliveyoung/models.py,,USED,
oliveyoung_video_lists_coupang,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
oliveyoung_video_lists_to_filter_manually,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
oliveyoung_video_lists_ytt_api,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
oliveyoung_weekly_product_metrics,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
oliveyoung_youtube_product_agg_daily,USED,DIRECT,HIGH,1,0,1,oliveyoung/models.py,,USED,
professionality_and_hifenScore,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
recom_code,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
regions,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
regions_history,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
saved_youtuber_brand_folders,USED,DIRECT,HIGH,1,0,1,youtube/models.py,,USED,
scoring,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
stage_video_ids,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
subs_milestone,USED,DIRECT,HIGH,1,0,1,youtube/models.py,,USED,
subscribers_demo,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
subscribers_region,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
subscribers_trend,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
survey_beta_result,USED,DIRECT,HIGH,1,0,1,survey/models.py,,USED,
temp_YT_brand_video_trend,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
temp_YT_bumper_ad_analized,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
temp_YT_bumper_video_trend,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
temp_YT_shorts_view_trend,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
temp_YT_video_format,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
temp_YT_video_view_trend,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
temp_backup_display_ad,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
temp_brand,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
temp_brand_logo,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
temp_bumper,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
temp_delete_channel,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
temp_demography,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
temp_instagram_crawl_channel,USED,DIRECT,HIGH,2,0,12,instagram_admin/models.py | instagram_admin/schemas.py | instagram_admin/views.py,,USED,
temp_instagram_crawl_reels,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
temp_instagram_post_stat_sync,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
temp_instagram_user_analysis,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
temp_instagram_user_stat_sync,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
temp_metaad_contents,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
temp_metaad_contents_url,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
temp_metaad_creators,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
temp_metaad_keywords,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
temp_metaad_post_info,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
temp_metaad_video_thumbnails_url,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
temp_oliveyoung_video,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
temp_oliveyoung_video_n8n_test,UNUSED,ARCHIVE_SUFFIX,HIGH,0,0,0,,name suffix indicates archive/backup/test,UNUSED,
temp_search_channel_id,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
temp_search_video_id,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
temp_ugwanggi_bumper_da,USED,DIRECT,HIGH,1,0,1,ads/models.py,,USED,
temp_ugwanggi_campaign_da,USED,DIRECT,HIGH,1,0,1,ads/models.py,,USED,
temp_ugwanggi_keywords_comp,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
temp_ugwanggi_keywords_search,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
temp_ugwanggi_keywords_text,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
temp_youtuber_info,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
temp_youtuber_info_stat,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
temp_youtuber_stats,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
test_kakao_video_monitoring,USED,DIRECT,HIGH,1,0,1,aichat/models.py,,USED,
test_kakao_video_topic,USED,DIRECT,HIGH,1,0,1,aichat/models.py,,USED,
tiktok_channel,USED,DIRECT,HIGH,1,0,1,tiktok/models.py,,USED,
tiktok_channel_stat,USED,DIRECT,HIGH,1,0,1,tiktok/models.py,,USED,
tiktok_video,USED,DIRECT,HIGH,1,0,1,tiktok/models.py,,USED,
tiktok_video_stat,USED,DIRECT,HIGH,1,0,1,tiktok/models.py,,USED,
tracked_ad_comment_yt_queries,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
ugwanggi_action_tracker,USED,DIRECT,HIGH,1,0,1,user/models.py,,USED,
ugwanggi_ai_blog_video,USED,DIRECT,HIGH,1,0,1,aichat/models.py,,USED,
ugwanggi_ai_chat_history,USED,DIRECT,HIGH,1,0,1,aichat/models.py,,USED,
ugwanggi_ai_image_history,USED,DIRECT,HIGH,1,0,1,aichat/models.py,,USED,
ugwanggi_ai_survey,USED,DIRECT,HIGH,1,0,1,survey/models.py,,USED,
ugwanggi_amore_campaign,USED,DIRECT,HIGH,1,0,1,amore/models.py,,USED,
ugwanggi_archive,USED,DIRECT,HIGH,1,0,1,archive/models.py,,USED,
ugwanggi_archive_group,USED,DIRECT,HIGH,1,0,1,archive/models.py,,USED,
ugwanggi_archive_spreadsheet_auth,USED,DIRECT,HIGH,1,0,1,archive/models.py,,USED,
ugwanggi_archive_spreadsheet_sheet,USED,DIRECT,HIGH,1,0,1,archive/models.py,,USED,
ugwanggi_brand_report_access,USED,DIRECT,HIGH,1,0,1,brand/models.py,,USED,
ugwanggi_brand_saved,USED,DIRECT,HIGH,1,0,1,brand/models.py,,USED,
ugwanggi_bundle,USED,DIRECT,HIGH,1,0,1,subscribe/models.py,,USED,
ugwanggi_cancel_survey,USED,DIRECT,HIGH,1,0,1,subscribe/models.py,,USED,
ugwanggi_channel_demography_info_access,USED,DIRECT,HIGH,1,0,1,youtube/models.py,,USED,
ugwanggi_channel_network,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
ugwanggi_channel_survey,USED,DIRECT,HIGH,1,0,1,survey/models.py,,USED,
ugwanggi_clipping_campaign,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
ugwanggi_clipping_video,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
ugwanggi_contact_us,USED,DIRECT,HIGH,1,0,1,survey/models.py,,USED,
ugwanggi_creator_camp_list,USED,DIRECT,HIGH,1,0,1,youtube/models.py,,USED,
ugwanggi_creator_listup,USED,DIRECT,HIGH,1,0,1,youtube/models.py,,USED,
ugwanggi_creator_listup_ai_chat,USED,DIRECT,HIGH,1,0,1,youtube/models.py,,USED,
ugwanggi_creator_listup_filter,USED,DIRECT,HIGH,1,0,1,partner/models.py,,USED,
ugwanggi_custom_coupon,USED,DIRECT,HIGH,1,0,1,subscribe/models.py,,USED,
ugwanggi_custom_coupon_settings,USED,DIRECT,HIGH,1,0,1,subscribe/models.py,,USED,
ugwanggi_custom_coupon_settings2,USED,DIRECT,HIGH,1,0,1,subscribe/models.py,,USED,
ugwanggi_custom_discount_coupon,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
ugwanggi_custom_payment,USED,DIRECT,HIGH,1,0,1,subscribe/models.py,,USED,
ugwanggi_datalab_admin_memo,USED,DIRECT,HIGH,1,0,1,admin/models.py,,USED,
ugwanggi_delete_survey,USED,DIRECT,HIGH,1,0,1,user/models.py,,USED,
ugwanggi_display_ad,USED,DIRECT,HIGH,1,0,1,ads/models.py,,USED,
ugwanggi_display_ad_campaign,USED,DIRECT,HIGH,1,0,1,ads/models.py,,USED,
ugwanggi_display_ad_campaign_result,USED,DIRECT,HIGH,1,0,1,ads/models.py,,USED,
ugwanggi_docs_history,USED,DIRECT,HIGH,1,0,1,archive/models.py,,USED,
ugwanggi_express_adslot_cc_emails,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
ugwanggi_express_adslot_email_read_state,USED,DIRECT,HIGH,1,0,1,express/models/base.py,,USED,
ugwanggi_express_adslot_price_view_state,USED,DIRECT,HIGH,1,0,1,express/models/base.py,,USED,
ugwanggi_express_adslot_pricing,USED,DIRECT,HIGH,1,0,2,express/models/base.py | express/schemas/ad_slot_schemas.py,,USED,
ugwanggi_express_adslot_ugwanggi_pick,USED,DIRECT,HIGH,1,0,1,express/models/base.py,,USED,
ugwanggi_express_adslot_user_added_channels,USED,DIRECT,HIGH,1,0,1,express/models/base.py,,USED,
ugwanggi_express_adslots,USED,DIRECT,HIGH,7,0,25,express/models/base.py | express/views/ad_slot_views.py,,USED,
ugwanggi_express_applications,USED,DIRECT,HIGH,1,0,1,express/models/base.py,,USED,
ugwanggi_express_applications_admin_check,USED,DIRECT,HIGH,1,0,1,express/models/base.py,,USED,
ugwanggi_express_brand_campaign_target_demographics,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
ugwanggi_express_brand_campaign_ugwanggi_pick,USED,DIRECT,HIGH,1,0,1,express/models/brand_campaign.py,,USED,
ugwanggi_express_brand_campaign_view_state,USED,DIRECT,HIGH,1,0,3,express/models/brand_campaign.py | express/schemas/brand_campaign_schemas.py,,USED,
ugwanggi_express_brand_campaigns,USED,DIRECT,HIGH,1,0,3,express/models/brand_campaign.py | express/schemas/brand_campaign_schemas.py,,USED,
ugwanggi_express_brand_campaigns_ad_type,USED,DIRECT,HIGH,1,0,1,express/models/brand_campaign.py,,USED,
ugwanggi_express_brand_info,USED,DIRECT,HIGH,1,0,12,express/models/brand_campaign.py | express/schemas/brand_campaign_schemas.py | express/views/brand_campaign_request_views.py,,USED,
ugwanggi_express_brand_ugwanggi_pick,USED,DIRECT,HIGH,1,0,1,express/models/brand_campaign.py,,USED,
ugwanggi_express_chat_file_upload_quota,USED,DIRECT,HIGH,1,0,1,express/models/realtime.py,,USED,
ugwanggi_express_chat_message,USED,DIRECT,HIGH,1,0,1,express/models/realtime.py,,USED,
ugwanggi_express_chat_room,USED,DIRECT,HIGH,1,0,1,express/models/realtime.py,,USED,
ugwanggi_express_chat_room_member,USED,DIRECT,HIGH,1,0,1,express/models/realtime.py,,USED,
ugwanggi_express_email_message,USED,DIRECT,HIGH,1,0,1,express/models/base.py,,USED,
ugwanggi_express_email_message_admin_check,USED,DIRECT,HIGH,1,0,1,express/models/base.py,,USED,
ugwanggi_express_email_notification_log,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
ugwanggi_express_email_template,USED,DIRECT,HIGH,1,0,1,express/models/base.py,,USED,
ugwanggi_express_oauth_state_session,USED,DIRECT,HIGH,1,0,1,express/models/base.py,,USED,
ugwanggi_express_oauth_token,USED,DIRECT,HIGH,1,0,1,express/models/base.py,,USED,
ugwanggi_express_request_campaign_view,USED,DIRECT,HIGH,1,0,1,express/models/brand_campaign.py,,USED,
ugwanggi_express_request_chat,USED,DIRECT,HIGH,1,0,1,express/models/brand_campaign.py,,USED,
ugwanggi_express_request_messages,USED,DIRECT,HIGH,1,0,1,express/models/brand_campaign.py,,USED,
ugwanggi_express_request_status,USED,DIRECT,HIGH,1,0,1,express/models/brand_campaign.py,,USED,
ugwanggi_express_studio_channels,USED,DIRECT,HIGH,1,0,1,express/models/base.py,,USED,
ugwanggi_express_studio_info,USED,DIRECT,HIGH,1,0,4,express/models/base.py | express/schemas/brand_campaign_schemas.py | express/views/brand_campaign_request_views.py,,USED,
ugwanggi_express_studio_members,USED,DIRECT,HIGH,1,0,2,express/models/base.py | express/schemas/brand_campaign_schemas.py,,USED,
ugwanggi_express_ticket_paid,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
ugwanggi_express_ticket_refresh,USED,DIRECT,HIGH,1,0,1,express/models/base.py,,USED,
ugwanggi_express_users_brand,USED,DIRECT,HIGH,2,0,14,express/models/base.py | express/schemas/brand_campaign_schemas.py | express/views/brand_campaign_request_views.py,,USED,
ugwanggi_free_trial_phone,USED,DIRECT,HIGH,1,0,1,subscribe/models.py,,USED,
ugwanggi_generated_blog,USED,DIRECT,HIGH,1,0,1,aichat/models.py,,USED,
ugwanggi_ig_creator_saved,USED,DIRECT,HIGH,1,0,1,instagram/models.py,,USED,
ugwanggi_ingwanggi_waitlist,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
ugwanggi_inquiry,USED,DIRECT,HIGH,1,0,1,admin/models.py,,USED,
ugwanggi_instagram_creator_similar_data_access,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
ugwanggi_instagram_hashtag_result,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
ugwanggi_instagram_hashtag_search,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
ugwanggi_kakao_analysis,USED,DIRECT,HIGH,1,0,1,aichat/models.py,,USED,
ugwanggi_kakao_video_split,USED,DIRECT,HIGH,1,0,1,aichat/models.py,,USED,
ugwanggi_keyword_chat_history,USED,DIRECT,HIGH,1,0,1,search/models.py,,USED,
ugwanggi_keyword_request_da,USED,DIRECT,HIGH,1,0,1,ads/models.py,,USED,
ugwanggi_keywords_bench,USED,DIRECT,HIGH,1,0,1,search/models.py,,USED,
ugwanggi_keywords_comp,USED,DIRECT,HIGH,1,0,1,search/models.py,,USED,
ugwanggi_keywords_history,USED,DIRECT,HIGH,1,0,1,search/models.py,,USED,
ugwanggi_keywords_interest,USED,DIRECT,HIGH,1,0,1,search/models.py,,USED,
ugwanggi_keywords_result,USED,DIRECT,HIGH,1,0,1,search/models.py,,USED,
ugwanggi_keywords_search,USED,DIRECT,HIGH,1,0,1,search/models.py,,USED,
ugwanggi_keywords_text,USED,DIRECT,HIGH,1,0,1,search/models.py,,USED,
ugwanggi_linked_user,USED,DIRECT,HIGH,1,0,1,user/models.py,,USED,
ugwanggi_meta_ads,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
ugwanggi_meta_ads_keywords,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
ugwanggi_monitoring_campaign,USED,DIRECT,HIGH,1,0,1,monitoring/models.py,,USED,
ugwanggi_monitoring_entity,USED,DIRECT,HIGH,1,0,1,monitoring/models.py,,USED,
ugwanggi_monitoring_ppl,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
ugwanggi_monitoring_result,USED,DIRECT,HIGH,1,0,1,monitoring/models.py,,USED,
ugwanggi_mrr,USED,DIRECT,HIGH,1,0,1,subscribe/models.py,,USED,
ugwanggi_page_usage_duration,USED,DIRECT,HIGH,1,0,1,user/models.py,,USED,
ugwanggi_partner_creator_bookmark,USED,DIRECT,HIGH,1,0,1,partner/models.py,,USED,
ugwanggi_partner_creator_bookmark_folder,USED,DIRECT,HIGH,1,0,1,partner/models.py,,USED,
ugwanggi_partner_datalab,USED,DIRECT,HIGH,1,0,1,partner/models.py,,USED,
ugwanggi_partner_datalab_file,USED,DIRECT,HIGH,1,0,1,partner/models.py,,USED,
ugwanggi_partner_datalab_message,USED,DIRECT,HIGH,1,0,1,partner/models.py,,USED,
ugwanggi_partner_team,USED,DIRECT,HIGH,1,0,1,partner/models.py,,USED,
ugwanggi_partner_team_brand,USED,DIRECT,HIGH,1,0,1,partner/models.py,,USED,
ugwanggi_partner_team_link,USED,DIRECT,HIGH,1,0,1,partner/models.py,,USED,
ugwanggi_partner_team_tag,USED,DIRECT,HIGH,1,0,1,partner/models.py,,USED,
ugwanggi_partners,USED,DIRECT,HIGH,1,0,1,partner/models.py,,USED,
ugwanggi_payment_card,USED,DIRECT,HIGH,1,0,1,subscribe/models.py,,USED,
ugwanggi_payment_history,USED,DIRECT,HIGH,1,0,1,subscribe/models.py,,USED,
ugwanggi_phone_verification,USED,DIRECT,HIGH,1,0,1,user/models.py,,USED,
ugwanggi_pricing_survey,USED,DIRECT,HIGH,1,0,1,survey/models.py,,USED,
ugwanggi_public_tracked_ad_folder,USED,DIRECT,HIGH,1,0,1,partner/models.py,,USED,
ugwanggi_related_keywords,USED,DIRECT,HIGH,1,0,1,search/models.py,,USED,
ugwanggi_report_history,USED,DIRECT,HIGH,1,0,1,youtube/models.py,,USED,
ugwanggi_search_history,USED,DIRECT,HIGH,1,0,1,search/models.py,,USED,
ugwanggi_server_used,USED,DIRECT,HIGH,1,0,1,search/models.py,,USED,
ugwanggi_subscription,USED,DIRECT,HIGH,1,0,1,subscribe/models.py,,USED,
ugwanggi_survey,USED,DIRECT,HIGH,1,0,1,survey/models.py,,USED,
ugwanggi_tiktok_search_history,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
ugwanggi_tracked_ad,USED,DIRECT,HIGH,1,0,1,partner/models.py,,USED,
ugwanggi_tracked_ad_comment,USED,DIRECT,HIGH,1,0,1,partner/models.py,,USED,
ugwanggi_tracked_ad_folder,USED,DIRECT,HIGH,1,0,1,partner/models.py,,USED,
ugwanggi_tracked_ad_folder_keyword,USED,DIRECT,HIGH,1,0,1,partner/models.py,,USED,
ugwanggi_tracked_ad_folder_stat,USED,DIRECT,HIGH,1,0,1,partner/models.py,,USED,
ugwanggi_tracked_ad_stat,USED,DIRECT,HIGH,1,0,1,partner/models.py,,USED,
ugwanggi_trial_survey,USED,DIRECT,HIGH,1,0,1,survey/models.py,,USED,
ugwanggi_user_creator_db_request,USED,DIRECT,HIGH,1,0,1,user/models.py,,USED,
ugwanggi_user_metrics_status,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
ugwanggi_user_search_history,USED,DIRECT,HIGH,1,0,1,search/models.py,,USED,
ugwanggi_youtube_searched_channel,USED,DIRECT,HIGH,1,0,1,search/models.py,,USED,
ugwanggi_youtube_searched_video,USED,DIRECT,HIGH,1,0,1,search/models.py,,USED,
ugwanggi_youtuber_saved,USED,DIRECT,HIGH,1,0,1,youtube/models.py,,USED,
used_group_keywords,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
used_keywords,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
users,USED,DIRECT,HIGH,0,0,154,ads/system.txt | ads/system-bumper.txt | creators_insights/filter_pipeline.py,AMBIGUOUS→DIRECT via 58 DB-context hits,USED,
users_crooki,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
users_hifen,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
users_ugwanggi,USED,DIRECT,HIGH,1,0,25,express/schemas/user_schemas.py | express/schemas/ad_slot_schemas.py | express/schemas/brand_campaign_schemas.py,,USED,
users_ugwanggi_old,UNUSED,ARCHIVE_SUFFIX,HIGH,0,0,0,,name suffix indicates archive/backup/test,UNUSED,
utube_video_info,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
utuber_info,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
utuser_subscriber_views_last30days,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
video_comments,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
video_state,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
video_title,USED,DIRECT,HIGH,0,0,39,archive/views.py | express/views/studio_channel_views.py | oliveyoung/views.py,AMBIGUOUS→DIRECT via 6 DB-context hits,USED,
videoamigo_monthly_views,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
videoamigo_subscribers_evolution,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
views_trend,USED,DIRECT,HIGH,0,0,5,amore/views.py,AMBIGUOUS→DIRECT via 1 DB-context hits,USED,
youtube_video_ads_yn,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
youtube_video_comment_info,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
youtube_video_info,UNUSED,TRULY_UNUSED,HIGH,0,0,0,,no reference found anywhere in branch,UNUSED,
youtuber_category_class,USED,DIRECT,HIGH,1,0,1,youtube/models.py,,USED,
